,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,temperature,apparent_temperature,humidity,weather_code,precipitation,snowfall,wind_speed,wind_direction,soil_temperature,soil_moisture,sunrise,sunset,day_or_night_code
2407,2407,2407,2407,MCP26930027,170539688,Montgomery County Police,Injury Crash,10/29/2017 06:25:00 PM,Maryland (State),GEORGIA AVE,HEWITT AVE,,,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,36D7662A-747C-4F45-8E5E-EF986ED5E8AF,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,XX,187F761C-09B3-4450-B2B9-453FB474F23A,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,45,No,No,2001,CHEVROLET,SILVERADO,39.07737167,-77.07084833,"(39.07737167, -77.07084833)",11.126,8.52648,99.668945,51.0,0.3,0.0,20.111729,314.27487,14.376,0.494,06:32:00,17:10:00,1.0
2408,2408,2408,2408,MCP2329001C,200002832,Montgomery County Police,Property Damage Crash,01/17/2020 12:00:00 PM,Maryland (State),QUINCE ORCHARD RD,R/R #CSX 140 511 V,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,,,35DE6203-28B5-434E-A5E0-D1E030984659,No,NO APPARENT INJURY,,NOT DISTRACTED,PA,D40835EB-3D2D-4424-9FA8-E05A0D18E958,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2010,TOYT,SW,39.14788667,-77.21787667,"(39.14788667, -77.21787667)",0.60249996,-4.85705,43.03403,0.0,0.0,0.0,14.84318,337.1663,4.3025002,0.453,07:25:00,17:11:00,0.0
2409,2409,2409,2409,MCP27850035,170536576,Montgomery County Police,Property Damage Crash,10/14/2017 04:01:00 AM,County,E RANDOLPH RD,BILLINGTON RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,,UNKNOWN,,76B20168-74B2-4D74-AC18-50AE1C5EACF5,Yes,NO APPARENT INJURY,,UNKNOWN,,129A58A6-C7D7-43D3-99DE-820FEA1DCD7C,UNKNOWN,UNKNOWN,,MOVING CONSTANT SPEED,West,35,No,No,0,UNKNOWN,UNKNOWN,39.06651,-76.98329667,"(39.06651, -76.98329667)",14.8025,15.115797,96.19922,0.0,0.0,0.0,7.2805495,351.4693,16.5025,0.455,06:17:00,17:30:00,1.0
2410,2410,2410,2410,MCP242500FY,200006100,Montgomery County Police,Property Damage Crash,02/06/2020 07:00:00 AM,County,SECOND AVE,COLESVILLE RD,,,,SAME DIRECTION SIDESWIPE,CLOUDY,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,45F542A5-86A9-481E-A511-C7E7D1F81836,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,70080282-C9E4-466B-A0D7-00BC982CDA64,SUPERFICIAL,TWO OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,North,30,No,No,2016,GILLIG,BUS,38.99563333,-77.03066333,"(38.99563333, -77.03066333)",1.8614999,-0.5613489,94.76879,51.0,0.4,0.0,3.2599385,353.6599,3.4115,0.496,07:10:00,17:34:00,1.0
2411,2411,2411,2411,MCP2249000L,170504764,Montgomery County Police,Property Damage Crash,04/28/2017 04:26:00 PM,County,HILLSDALE DR,MIDVAIL AVE,,,,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,4E930647-B4DA-4082-8295-8D70DEE9AB89,Yes,NO APPARENT INJURY,,UNKNOWN,MD,A109DF97-A189-49AA-80EE-ACDD28F89825,SUPERFICIAL,TWELVE OCLOCK,SCHOOL BUS,MAKING LEFT TURN,South,25,No,No,2017,THOMAS,BUS,39.03923,-77.06034667,"(39.03923, -77.06034667)",26.7485,26.85221,46.53711,0.0,0.0,0.0,10.799999,180.0,23.5485,0.409,05:13:00,18:58:00,1.0
2412,2412,2412,2412,MCP3305004K,250027751,MONTGOMERY,Property Damage Crash,06/22/2025 03:40:00 AM,Maryland (State) Route,NEW HAMPSHIRE AVE (SB/L),CHALMERS RD,,,,Front to Rear,Clear,Dry,Dark - Not Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,F88CE73A-C00F-4F01-ADE2-39D6EFB993F4,Yes,No Apparent Injury,,Not Distracted,MD,BD3A3003-9816-4EBE-9612-2ADBA1FFEE4D,Disabling,Eleven O Clock,Sport Utility Vehicle,Moving Constant Speed,Southbound,35,No,No,2003,HYUNDAI,SANTA FE,39.02975706,-76.98368562,"(39.02975706, -76.98368562)",22.0765,23.666393,80.56073,3.0,0.0,0.0,10.8792095,218.95592,21.9765,0.246,04:42:00,19:37:00,1.0
2413,2413,2413,2413,MCP32330023,210046103,Montgomery County Police,Property Damage Crash,11/13/2021 07:54:00 PM,Maryland (State),NEW HAMPSHIRE AVE,ADELPHI RD,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,2D093361-31E5-47B9-BBF3-9396C635D877,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,C9529052-9443-41A3-A957-FFB394435C33,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,35,No,No,2000,TOYOTA,CAMRY,39.0312565,-77.00552817,"(39.0312565, -77.00552817)",4.5715,-0.09698868,57.1806,0.0,0.0,0.0,14.408997,282.99463,8.9215,0.442,06:49:00,16:55:00,0.0
2414,2414,2414,2414,MCP3136004H,210028490,Montgomery County Police,Injury Crash,07/23/2021 06:54:00 AM,Maryland (State),UNIVERSITY BLVD E,INDIAN SPRING DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7EB13B14-E342-4D13-9F3C-055C4A0A0604,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,DF885B27-702E-41B3-A721-6084EBC9961C,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,1998,TOYOTA,CAMRY,39.01348771,-77.0036763,"(39.01348771, -77.0036763)",20.505001,20.197094,59.140903,2.0,0.0,0.0,6.9247384,27.897186,20.405,0.301,05:01:00,19:27:00,0.0
2415,2415,2415,2415,MCP34040007,230070748,Montgomery County Police,Property Damage Crash,12/09/2023 09:19:00 AM,Maryland (State),GEORGIA AVE,UNIVERSITY BLVD W,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,FB246516-C13A-4865-AD08-F4B9E8728B0A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,02C5A384-DD96-4A17-9620-A622930416D8,FUNCTIONAL,SEVEN OCLOCK,PICKUP TRUCK,STOPPED IN TRAFFIC LANE,South,25,No,No,2019,FORD,F250,39.04156503,-77.05182525,"(39.04156503, -77.05182525)",4.438,2.2183943,89.03169,1.0,0.0,0.0,3.8773184,158.19853,3.188,0.439,07:15:00,16:45:00,0.0
2416,2416,2416,2416,MCP1366003M,15056319,MONTGOMERY,Property Damage Crash,11/05/2015 07:49:00 AM,County,GAINSBOROUGH RD,VICTORY LA,,,,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A489975B-1F21-43C8-B2FB-7CF1C001D98A,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,7E9D53CF-2F8F-44ED-B418-9BA0094B5AEA,DISABLING,TWO OCLOCK,PASSENGER CAR,MAKING U TURN,North,25,No,No,2007,LEXUS,ES 350,39.24391667,-77.15376333,"(39.24391667, -77.15376333)",14.257,14.118938,92.19392,3.0,0.0,0.0,7.491114,144.78232,14.307,0.385,06:40:00,17:03:00,0.0
2417,2417,2417,2417,MCP2801001H,16020278,Montgomery County Police,Property Damage Crash,04/25/2016 06:04:00 AM,Maryland (State),SANDY SPRING RD,MCKNEW RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,ECBF1552-BBA4-4562-9916-47D7F10B3637,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,53611C54-E1EE-4FB8-8FBD-CD8BFF0250F7,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2013,BUIC,4S,39.10636099,-76.91874862,"(39.10636099, -76.91874862)",8.9465,6.805073,86.094795,2.0,0.0,0.0,9.007196,182.29056,10.5465,0.373,05:15:00,18:54:00,0.0
2418,2418,2418,2418,MCP2464001V,200012540,Montgomery County Police,Injury Crash,03/14/2020 03:20:00 AM,County,WAYNE AVE,CEDAR ST,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,0BDA16EF-0FCF-4824-96DA-DD5F3E0A698E,No,SUSPECTED MINOR INJURY,,UNKNOWN,MD,7166ED86-8CFC-404A-8595-FE7917E6EA2B,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,No,No,2003,FORD,EXP,38.99728167,-77.02175167,"(38.99728167, -77.02175167)",6.4179997,2.037868,43.941883,0.0,0.0,0.0,10.97262,311.009,10.118,0.441,06:19:00,18:14:00,1.0
2419,2419,2419,2419,MCP1323000R,190056213,Montgomery County Police,Property Damage Crash,11/21/2019 09:40:00 AM,Maryland (State),GEORGIA AVE,FENWICK LA,,,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7235D927-170B-4BC0-8DF4-D27826D32564,No,NO APPARENT INJURY,"BACKUP DUE TO NON-RECURRING INCIDENT, N/A",NOT DISTRACTED,MD,C98FE53C-8403-432F-9015-4AE68B38BF73,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,35,No,No,2004,TOYOTA,4DR,38.99643505,-77.0280507,"(38.99643505, -77.0280507)",7.8985004,5.084955,59.10171,0.0,0.0,0.0,5.154415,294.77512,7.0485,0.42,06:57:00,16:50:00,0.0
2420,2420,2420,2420,MCP3230001P,200045129,Montgomery County Police,Property Damage Crash,11/15/2020 05:50:00 PM,,,,12222 VEIRS MILL RD PARKING LOT,,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,D4F333B6-3DC7-469A-AB63-89B67B8A3FB5,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,09161F97-CC09-4ACA-8CE9-66E6551FB17F,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,10,No,No,2006,FORD,F150,39.05589117,-77.08346467,"(39.05589117, -77.08346467)",18.015501,15.778809,85.602615,53.0,0.6,0.0,28.296091,216.7242,14.6154995,0.484,06:51:00,16:53:00,1.0
2421,2421,2421,2421,DD5595009L,210017088,Rockville Police Departme,Property Damage Crash,05/06/2021 07:35:00 PM,Municipality,LEWIS AVE,HIGHWOOD RD,,ROCKVILLE,,OTHER,CLEAR,DRY,DAWN,NO CONTROLS,NONE DETECTED,,5192C974-BF72-47EC-ADE8-48F7838B914A,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,FF5B76E9-159F-4A93-8304-F413A045FE23,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,ENTERING TRAFFIC LANE,South,25,No,No,2007,MAZDA,4S,39.07220667,-77.13124833,"(39.07220667, -77.13124833)",13.2005005,12.206104,70.731926,3.0,0.0,0.0,3.2399998,180.0,16.2005,0.365,05:04:00,19:06:00,0.0
2422,2422,2422,2422,EJ7871002B,190050069,Gaithersburg Police Depar,Property Damage Crash,10/18/2019 07:39:00 PM,Municipality,TRAVIS AVE,FREDERICK RD,,,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,935837C6-28A9-4A1A-832F-3D314E442201,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,97644EB7-1523-493A-9566-22298507B7FE,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,25,No,No,1999,LEXUS,TRUCK,39.16233833,-77.22083,"(39.16233833, -77.22083)",9.568999,6.6616325,68.0829,0.0,0.0,0.0,10.144082,297.47433,13.019,0.405,06:21:00,17:26:00,0.0
2423,2423,2423,2423,MCP23850032,240009004,MONTGOMERY,Property Damage Crash,02/24/2024 01:54:00 AM,Maryland (State) Route,RIDGE RD (SB/L),,,,,Single Vehicle,Rain,Wet,Dark - Not Lighted,No Controls,"Suspect of Alcohol Use, Not Suspect of Drug Use",,8470C156-CCE5-4EF9-9922-D42EEC3CC2C4,Yes,No Apparent Injury,,Unknown,MD,336A4952-8214-4ABB-A574-9BADA092F9DE,Disabling,Eleven O Clock,Sport Utility Vehicle,Moving Constant Speed,Southbound,50,No,No,2023,MAZDA,CX-5,39.3252659,-77.19516412,"(39.3252659, -77.19516412)",3.0875,-0.6332269,90.2002,51.0,0.2,0.0,12.768586,319.574,3.0875,0.486,06:49:00,17:55:00,1.0
2424,2424,2424,2424,MCP2946000B,15022868,Montgomery County Police,Injury Crash,05/13/2015 01:20:00 PM,County,BRINK RD,SENECA CROSSING DR,,,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B0E3E393-47D2-4659-80A9-D91132C55F35,Yes,SUSPECTED SERIOUS INJURY,,OTHER DISTRACTION,MD,CA5FD009-D859-4F3F-833C-E1BA2FBF81AE,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2003,KIA,OPTIMA,39.20989667,-77.235335,"(39.20989667, -77.235335)",18.5395,16.343239,38.25008,2.0,0.0,0.0,18.864824,311.90585,20.2895,0.333,04:57:00,19:13:00,1.0
2425,2425,2425,2425,MCP3312001N,220033887,Montgomery County Police,Injury Crash,08/07/2022 09:35:00 AM,US (State),COLUMBIA PIKE,GREENCASTLE RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,02633661-BFDD-494A-82A0-75A8F89F013F,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,5E981930-7494-4954-B211-E4CEC1E0D1D7,DISABLING,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,South,55,No,No,2018,FORD,VAN,39.09565,-76.93836,"(39.09565, -76.93836)",27.572498,31.621128,75.594925,51.0,0.1,0.0,12.074766,206.56499,25.672499,0.42,05:13:00,19:12:00,0.0
2426,2426,2426,2426,EJ7899001K,250012521,GAITHERSBURG,Injury Crash,03/21/2024 11:58:00 PM,Municipality Route,BICKERSTAFF WAY,DIAMONDBACK DR,,,,Single Vehicle,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Suspect of Alcohol Use, Not Suspect of Drug Use",,BE9F4AF3-7619-470E-A501-31DC8AC9B26B,Yes,Suspected Minor Injury,,Not Distracted,MD,29EEB897-7B3A-4505-B30D-EC34B01F7A0D,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,,35,No,No,2015,KIA,OPTIMA,39.11504973,-77.21178237,"(39.11504973, -77.21178237)",-0.28,-4.5864587,59.677937,0.0,0.0,0.0,8.905908,14.036275,4.12,0.387,06:09:00,18:22:00,0.0
2427,2427,2427,2427,MCP136600BM,210050043,Montgomery County Police,Injury Crash,12/09/2021 04:22:00 PM,County,WISTERIA DR,GERMANTOWN RD,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DUSK,STOP SIGN,NONE DETECTED,,631B5D51-DF45-4303-BEDB-03442F3FE90F,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,60D3E327-C669-4A54-B0E3-BD72ED2BE015,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,No,No,2007,CHRY,4H,39.17747333,-77.270965,"(39.17747333, -77.270965)",4.05,-0.34255075,51.34198,2.0,0.0,0.0,10.966713,156.80138,5.15,0.329,07:17:00,16:46:00,1.0
2428,2428,2428,2428,MCP1235005V,250011512,MONTGOMERY,Property Damage Crash,03/16/2025 02:40:00 PM,Maryland (State) Route,NEW HAMPSHIRE AVE,ELTON RD,,,,"Sideswipe, Same Direction",Cloudy,Dry,Daylight,No Controls,"Unknown, Unknown",,7A657595-B559-4B68-B5E6-13B2BBA661C8,No,,,,,B157CA49-8A7F-4D1A-9B4C-C157753B8257,Vehicle Not at Scene,Vehicle Not at Scene,Passenger Car,Changing Lanes,Southbound,40,No,No,2024,MAZDA,CX-30,39.02028575,-76.97643028,"(39.02028575, -76.97643028)",21.063,18.951315,74.06412,51.0,0.1,0.0,29.344965,181.05438,16.663,0.481,06:17:00,18:16:00,1.0
2429,2429,2429,2429,MCP23510007,15016282,Montgomery County Police,Property Damage Crash,04/08/2015 02:58:00 PM,County,RANDOLPH RD,PARKLAWN DR,,,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2D4E9F6D-5384-471D-B4E7-7C1BB85CE55C,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,7176335C-F9D0-4792-B90D-31D2D6AB7FA7,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2013,FORD,FOCUS,39.05315833,-77.107705,"(39.05315833, -77.107705)",8.2585,5.400548,83.67717,3.0,0.0,0.0,12.224107,76.37299,9.8585005,0.482,05:42:00,18:38:00,1.0
2430,2430,2430,2430,MCP2365000Q,17015919,Montgomery County Police,Property Damage Crash,03/29/2017 08:45:00 AM,US (State),COLUMBIA PIKE,BLACKBURN RD,,,,SAME DIR REAR END,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,6D82FB1B-3DCA-4D67-B114-F8447EE775E1,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,5565CAA0-4089-420D-A3A3-B448524F847B,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,50,No,No,2009,HONDA,ACCORD,39.10427234,-76.93326473,"(39.10427234, -76.93326473)",11.264,7.5973845,57.0501,0.0,0.0,0.0,14.154915,352.69434,12.264,0.44,05:56:00,18:28:00,0.0
2431,2431,2431,2431,MCP3037004R,230014131,Montgomery County Police,Property Damage Crash,03/23/2023 06:32:00 PM,,LITTLE SENECA PKWY,MEADOW MIST RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,,65F2469F-B6BD-4A87-9F49-2F8DCC86DC5D,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,83E5C2F1-4261-4DBE-8B2C-C7BAC9515E57,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,No,No,2015,TOYT,COROLLA,39.23165061,-77.24331676,"(39.23165061, -77.24331676)",19.7455,18.207588,65.49401,3.0,0.0,0.0,17.283749,215.6765,17.0455,0.384,06:07:00,18:23:00,0.0
2432,2432,2432,2432,MCP26010019,230004142,Montgomery County Police,Property Damage Crash,01/25/2023 05:10:00 PM,Maryland (State),NEW HAMPSHIRE AVE,VITAL WAY,,,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,57AC50C1-0E53-4E49-9D6F-844075C5DF8D,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,8263044C-BF9F-4426-9C61-A657ABD9B454,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2004,GMC,SIERRA,39.07395667,-77.00260167,"(39.07395667, -77.00260167)",6.929,3.988966,100.0,61.0,1.8,0.0,14.77755,124.07724,4.779,0.518,07:20:00,17:20:00,1.0
2433,2433,2433,2433,EJ7872000W,180065095,Gaithersburg Police Depar,Property Damage Crash,12/29/2018 03:00:00 PM,,,,PARKING LOT OF LA FITNESS AT 602 QUINCE ORCHARD ROAD GAITHERSBURG MD,,,SAME DIR REAR END,,,DAYLIGHT,,,,92FBB4AF-9E20-4F6E-AF12-7B2EFCF54358,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,A5F876F0-8685-417A-A193-C47484CCE9BF,UNKNOWN,SIX OCLOCK,PASSENGER CAR,BACKING,North,5,No,No,2014,LEXS,4S,39.14262402,-77.2228741,"(39.14262402, -77.2228741)",7.7785,3.0449305,54.932068,2.0,0.0,0.0,17.148247,309.0355,9.278501,0.488,07:27:00,16:54:00,1.0
2434,2434,2434,2434,MCP3243000S,210028295,Montgomery County Police,Injury Crash,07/21/2021 09:25:00 PM,Maryland (State),CONNECTICUT AVE,PLYERS MILL RD,,,,HEAD ON LEFT TURN,,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,33CE7490-2BA2-4763-9D5B-05E0DA2F4FC3,Yes,NO APPARENT INJURY,,UNKNOWN,MD,0C909ACE-549C-40AE-A283-A18452CD1536,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2006,TOYTA,RAV4,39.00806,-77.172185,"(39.00806, -77.172185)",23.529999,25.279705,74.945564,51.0,0.2,0.0,10.587917,17.818983,26.23,0.305,05:00:00,19:29:00,0.0
2435,2435,2435,2435,DD5567007K,250011088,ROCKVILLE,Injury Crash,03/13/2025 04:24:00 PM,Maryland (State) Route,ROCKVILLE PIKE,HALPINE RD,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,69C746D4-331A-438F-B122-6E9B01BE884A,Yes,No Apparent Injury,,Not Distracted,MD,711ABEC5-708B-455D-A2C6-1E1C30823084,Functional,One O Clock,Bus - Transit,Turning Right,,25,No,No,2016,GILLIG,CITY TRANSIT BUS,39.06183556,-77.12393709,"(39.06183556, -77.12393709)",13.12,11.337552,65.148445,0.0,0.0,0.0,6.5024605,94.76356,13.12,0.405,06:22:00,18:13:00,1.0
2436,2436,2436,2436,MCP2682000N,16029776,Montgomery County Police,Injury Crash,06/13/2016 01:27:00 PM,,,,20211 GOSHEN ROAD MONTGOMERY VILLAGE MARYLAND 20886,,,HEAD ON LEFT TURN,CLEAR,,DAYLIGHT,,NONE DETECTED,,D807D11E-29A7-44FC-A765-32D5EB09F7E0,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,14EF8470-4516-409B-ABE5-28BDC8534F03,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,15,No,No,1997,CADI,4S,39.18745167,-77.18497667,"(39.18745167, -77.18497667)",24.9085,25.241182,33.74357,3.0,0.0,0.0,10.948973,313.66785,24.8585,0.341,04:41:00,19:35:00,1.0
2437,2437,2437,2437,DM8458002L,190007568,Takoma Park Police Depart,Property Damage Crash,02/16/2019 10:30:00 AM,,,,"7665 NEW HAMPSHIRE AVE, TAKOMA PARK, MD 20912",,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,EE7E3ED5-6D64-491D-9F97-4008B13EEDDC,Unknown,NO APPARENT INJURY,,UNKNOWN,,2553732B-A0F3-47E1-B14B-BC62580191CC,UNKNOWN,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,South,5,No,No,2003,NISSAN,4D,38.98771833,-76.98752833,"(38.98771833, -76.98752833)",4.3175,-0.74808025,45.530155,3.0,0.0,0.0,14.618837,350.07382,7.3175,0.464,06:57:00,17:45:00,0.0
2438,2438,2438,2438,MCP2850002N,230063152,Montgomery County Police,Property Damage Crash,10/29/2023 02:21:00 AM,Municipality,RUSSELL AVE,MONTGOMERY VILLAGE AVE,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,,,B44EAAAD-10F4-499C-8C3B-2774CF71B060,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,32DAAE7A-3F18-49CB-BF18-07887443660A,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,35,No,No,2017,FORD,EXPLORER,39.154335,-77.20922333,"(39.154335, -77.20922333)",17.070002,17.906912,90.599304,1.0,0.0,0.0,7.10031,30.465475,17.92,0.318,06:33:00,17:12:00,1.0
2439,2439,2439,2439,MCP2492001X,220049754,Montgomery County Police,Injury Crash,11/10/2022 07:30:00 PM,County,CLUB HOUSE RD,BRASSIE PL,,,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,COMBINATION CONTRIBUTED,F48A5DD6-7782-4B37-8CB2-B2DE68AF9CD6,No,NO APPARENT INJURY,,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,C07FD23A-FDE5-4375-95C9-7ABEABF10C17,SUPERFICIAL,UNDERSIDE,PASSENGER CAR,MAKING RIGHT TURN,West,30,No,No,2013,FORD,FUSION,39.17423445,-77.20212781,"(39.17423445, -77.20212781)",14.436501,13.5972595,84.39077,3.0,0.0,0.0,9.659814,116.56499,15.5365,0.35,06:47:00,16:58:00,0.0
2440,2440,2440,2440,MCP2674004R,240008012,MONTGOMERY,Injury Crash,02/18/2024 02:44:00 PM,County Route,ZION RD,,,,,Front to Front,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,650FBCBE-9AF6-4849-9EFC-30F3AA421909,Yes,No Apparent Injury,Failed to Yield Right-of-Way,Not Distracted,MD,A499B0D4-E6F5-49E3-B489-C0509A07ADD4,Disabling,Twelve O Clock,Passenger Car,Turning Left,Northbound,40,No,No,2011,HONDA,ACCORD,39.20088917,-77.09843267,"(39.20088917, -77.09843267)",6.409,0.68715334,35.194424,0.0,0.0,0.0,18.161278,230.6307,0.659,0.443,06:56:00,17:48:00,1.0
2441,2441,2441,2441,EJ78580029,180031596,Gaithersburg Police Depar,Property Damage Crash,06/27/2018 08:49:00 AM,,,,PARKINGLOT OF 818 W DIAMOND AVE,,,SINGLE VEHICLE,CLOUDY,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,9B6D1C0C-B6B3-46F3-89F7-2A0D744F0BDF,Yes,NO APPARENT INJURY,,UNKNOWN,MD,0C37CBA4-3DF5-40BB-BF7E-79C0D9CAF652,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,10,No,No,2009,PONTIAC,4S,39.142785,-77.215555,"(39.142785, -77.215555)",21.394,23.399609,85.40783,53.0,0.8,0.0,8.891344,201.37068,21.294,0.458,04:45:00,19:39:00,0.0
