Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,Vehicle Cutted in 5 years intervals
MCP29480072,240031619,MONTGOMERY,Injury Crash,07/05/2024 12:51:00 AM,Maryland (State) Route,MUNCASTER MILL RD (WB/L),,,,,Angle,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,CC79B9D2-3B80-4E7D-ABFD-7ED5373D366F,No,Suspected Minor Injury,,Not Distracted,VA,47F52DDF-258E-455F-97B9-D140CCDE5406,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Westbound,45,No,No,2024,AUDI,A5,39.10905424,-77.08003129,"(39.10905424, -77.08003129)",2020
MCP20400016,190035129,Montgomery County Police,Injury Crash,07/24/2019 08:14:00 AM,Maryland (State),FISHER AVE,TOM FOX AVE,,POOLESVILLE,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E69476D6-2F1F-4C19-B617-FA894D69C684,Yes,POSSIBLE INJURY,"ANIMAL, N/A",NOT DISTRACTED,MD,CA81573D-8AC2-450A-B05C-3FF22BA263AC,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30,No,No,2000,CHRYSLER,CIRRUS,39.13683833,-77.40521333,"(39.13683833, -77.40521333)",2000
MCP1443000J,170510143,Montgomery County Police,Injury Crash,05/27/2017 12:23:00 AM,Maryland (State),CLOPPER RD,W WATKINS MILL RD,,GAITHERSBURG,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,77CA1271-4F7A-468E-BE41-51AE9E505670,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,B23F6AC2-6221-454C-9FBF-65DC3D98757E,DISABLING,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,South,35,No,No,2006,CHEV,VN,39.14763833,-77.23343167,"(39.14763833, -77.23343167)",2005
MCP3355001V,250047821,MONTGOMERY,Property Damage Crash,10/24/2025 01:00:00 PM,Maryland (State) Route,EAST WEST HWY,,,,,Single Vehicle,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,B6139360-3F33-4887-9AF8-0C23BCE43AD2,Yes,No Apparent Injury,,Unknown,MD,D546BA11-A8F6-4CC6-94B9-05A525E4009E,Disabling,Underside,Passenger Car,Moving Constant Speed,Northbound,30,No,No,2003,HONDA,ODYSSEY,38.99298533,-77.03162567,"(38.99298533, -77.03162567)",2000
MCP1334006R,180029175,Montgomery County Police,Property Damage Crash,06/13/2018 12:02:00 PM,,,,PARKING LOT OF 8712 OAKMONT STREET,,,SAME DIRECTION LEFT TURN,,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,73FCC07C-453A-4F6D-A71A-46224DB5253A,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,83393940-9C46-4002-9962-1E6C6E37F225,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,BACKING,North,10,No,No,2012,NISSAN,VERSA,39.13312667,-77.17887,"(39.13312667, -77.17887)",2010
MCP219800GP,240060468,MONTGOMERY,Property Damage Crash,12/18/2024 02:24:00 PM,,,,Parking Aisle        PARKING LOT OF 16701 CRABBS BRANCH WAY,,,Angle,Cloudy,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,C077593B-7811-4650-90B4-1E540D08B361,Yes,No Apparent Injury,,Unknown,MD,D0E8D00A-8404-4999-A449-25E84612F206,Disabling,Eleven O Clock,Passenger Car,Moving Constant Speed,Northbound,0,No,No,2016,CADILLAC,SRX,39.13028398,-77.16744391,"(39.13028398, -77.16744391)",2015
MCP3262002C,220048677,Montgomery County Police,Property Damage Crash,11/04/2022 05:39:00 PM,Maryland (State),CARROLL AVE,LONG BRANCH PKWY,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,8736C3AD-9A92-46AB-B09A-54E69A79089D,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0D98056A-3F09-480F-B97C-DC949E7B3976,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,30,No,No,2014,HOND,4S,38.98720067,-76.99515467,"(38.98720067, -76.99515467)",2010
MCP2353002F,16012560,MONTGOMERY,Injury Crash,03/14/2016 09:44:00 AM,Interstate (State),CAPITAL BELTWAY,GEORGIA AVE,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A6A783CA-4F36-4D0E-ABB4-6732D91E78F7,Yes,NO APPARENT INJURY,,UNKNOWN,VA,413E2CC6-22A6-4348-8581-D61DEFEEBDA2,FUNCTIONAL,TWELVE OCLOCK,PICKUP TRUCK,SLOWING OR STOPPING,East,55,No,No,2005,DODGE,DAKOTA,39.01344833,-77.04957,"(39.01344833, -77.04957)",2005
MCP31650027,200029562,Montgomery County Police,Property Damage Crash,07/30/2020 12:10:00 PM,County,OLD COLUMBIA PIKE,SHERVIEW LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,ABAF0C0E-7846-4CCC-A8AD-7F620D9863DC,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,EB844FFC-FABD-4775-8946-2E8A8E8FE57F,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,40,No,No,2014,BMW,X5,39.08044167,-76.95499833,"(39.08044167, -76.95499833)",2010
MCP209400JV,220020951,Montgomery County Police,Property Damage Crash,05/17/2022 09:14:00 AM,County,WISCONSIN CIR,WISCONSIN AVE,,,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,71DA8AF3-F4E0-4FB2-967F-1EDA4D68A369,Yes,NO APPARENT INJURY,,UNKNOWN,DC,1CE4D821-1291-43C0-9EA7-8E2E8174E60B,FUNCTIONAL,FIVE OCLOCK,TRANSIT BUS,MAKING LEFT TURN,East,25,No,No,2012,NEW F,BUS,38.962534,-77.086252,"(38.962534, -77.086252)",2010
MCP3180000Z,190061209,Montgomery County Police,Property Damage Crash,12/19/2019 07:09:00 PM,Maryland (State),GEORGIA AVE,PRINCE PHILIP DR,,,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,CC4C1A84-B9FB-4975-98C3-8FBEAEC30D89,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,C91DE2AF-5D70-4411-A594-24F9A4A2D22B,DISABLING,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,30,No,No,2009,TOYOTA,SIENNA,39.14286833,-77.06744833,"(39.14286833, -77.06744833)",2005
MCP2941005C,240046798,MONTGOMERY,Injury Crash,10/01/2024 09:27:00 AM,County Route,,CENTERWAY RD,,,,Angle,Rain,Wet,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,4AF65417-B0FB-4C56-AF2C-C7F3AB0D727F,No,Suspected Minor Injury,,Not Distracted,MD,6CBEE311-B5DE-458E-9B78-37688125E7A9,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,,35,No,No,2017,FORD,TRANSIT,39.16999322,-77.17672931,"(39.16999322, -77.17672931)",2015
EJ7873006Q,220056058,Gaithersburg Police Depar,Injury Crash,12/18/2022 01:29:00 PM,,,,"IN THE PARKING LOT OF 18757 N FREDERICK AVE GAITHERSBURG, MD 20879",,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,STOP SIGN,NONE DETECTED,,512D7814-2D9F-4228-A92C-FB46FBAD629F,Yes,POSSIBLE INJURY,,LOOKED BUT DID NOT SEE,MD,77F5163B-1410-4538-A1C5-FAA446AE1C29,DISABLING,TEN OCLOCK,PASSENGER CAR,ACCELERATING,South,0,No,No,2012,INFI,4S,39.16413049,-77.22654387,"(39.16413049, -77.22654387)",2010
MCP25130006,16014364,MONTGOMERY,Property Damage Crash,03/23/2016 08:20:00 PM,,,,"SILVER SPRING POLICE STATION PARKING LOT, LOCATED AT 1002 MILESTONE DR. SILVER SPRING, MD 20904",,,OTHER,CLEAR,,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,ABE97972-31C4-4D74-BC79-FD0973652381,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,E0354AAF-3416-4B41-9841-FA77664F3119,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,BACKING,West,5,No,No,2011,HYUN,SONATA,39.04602833,-76.99041,"(39.04602833, -76.99041)",2010
MCP2871006Y,200043441,Montgomery County Police,Property Damage Crash,11/03/2020 07:03:00 PM,County,GREENTREE RD,BRADMOOR DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,,D172436D-BA60-451B-B072-87B977B92750,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,9E18A398-2311-47BC-B609-2A16E5B97305,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,35,No,No,2021,TESLA,MODEL Y,39.00095333,-77.12087667,"(39.00095333, -77.12087667)",2020
MCP10860009,210035556,Montgomery County Police,Property Damage Crash,09/10/2021 07:30:00 AM,,,,PARKING LOT OF SENECA VALLEY HS 19401 CRYSTAL ROCK DRIVE,,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,,NONE DETECTED,,BF00CC0D-AEE0-4756-B30D-D3DDCBC44C00,Yes,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",NOT DISTRACTED,MD,C62367E5-6812-4F1B-AD53-DEC0BF09031C,NO DAMAGE,ONE OCLOCK,PASSENGER CAR,OTHER,Unknown,0,No,No,2011,HONDA,ACCORD,39.17460167,-77.26463,"(39.17460167, -77.26463)",2010
MCP29460066,230069047,Montgomery County Police,Injury Crash,11/30/2023 08:04:00 AM,County,GATEWAY CENTER DR,STRINGTOWN RD,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,C4C003EF-354A-4791-A59E-815B5C2E1DCB,No,POSSIBLE INJURY,,NOT DISTRACTED,NY,9ABF174C-9B0D-4B52-B7D4-FD0A4DF155FD,DESTROYED,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2018,FORD,MUSTANG,39.23456844,-77.28128156,"(39.23456844, -77.28128156)",2015
MCP9386001S,15004294,Montgomery County Police,Property Damage Crash,01/27/2015 10:39:00 AM,County,DEMOCRACY BLVD,OLD GEORGETOWN RD,,,,SAME DIR REAR END,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D86EA10D-6D8F-4D84-B2C7-5CA164477F75,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,CFC53365-7567-4EC0-9674-A380BD153FF2,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,40,No,No,2012,ACURA,TSX,39.02444333,-77.12593,"(39.02444333, -77.12593)",2010
MCP29360078,250053939,MONTGOMERY,Property Damage Crash,12/02/2025 04:20:00 PM,Maryland (State) Route,MASSACHUSETTS AVE,CROMWELL DR,,,,Front to Rear,Rain,Wet,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,07DD57F8-19CB-4EBA-A9EF-47AFE5B98300,No,No Apparent Injury,,Not Distracted,MD,AD7DE424-BAF9-4129-977D-58395B6FFB0C,Functional,Six O Clock,Passenger Car,Slowing or Stopping,Southbound,35,No,No,2013,HONDA,ACCORD,38.96088883,-77.11609267,"(38.96088883, -77.11609267)",2010
MCP2728001Y,16003687,Montgomery County Police,Injury Crash,01/20/2016 06:21:00 PM,Maryland (State),NEW HAMPSHIRE AVE,OAKVIEW DR,,,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,75E2A371-4F27-4281-9ABD-73F5E2D1AE17,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,C9081A63-4910-4850-8ECA-1C34A24B7474,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,40,No,No,2015,HONDA,CIVIC,39.015665,-76.977605,"(39.015665, -76.977605)",2015
MCP27710055,250021906,MONTGOMERY,Injury Crash,05/18/2025 06:43:00 AM,County Route,,NORBECK RD,,,,Front to Front,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,E1220EED-0BDD-47D5-887E-109206B3D350,No,Suspected Minor Injury,,Not Distracted,MD,4F214BFA-AF36-4F3C-A619-A88B9154DD94,Disabling,Twelve O Clock,Pickup,Moving Constant Speed,,35,No,No,2015,FORD,F-250,39.09935877,-77.0997679,"(39.09935877, -77.0997679)",2015
MCP28750013,15038343,MONTGOMERY,Property Damage Crash,08/02/2015 06:58:00 PM,,,,"Parking lot infront of 13100 Wonderland Way, Germantown, MD 20874",,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,27077453-6E6C-4935-AE97-D898898191F8,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6ACE2F77-6961-400C-BA7C-504F8D1B2D7B,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,BACKING,East,25,No,No,2013,TOYOTA,COROLLA,39.15534333,-77.27250333,"(39.15534333, -77.27250333)",2010
DD5633002G,190050957,Rockville Police Departme,Property Damage Crash,10/23/2019 04:04:00 PM,Municipality,E JEFFERSON ST,HALPINE RD,,ROCKVILLE,,ANGLE MEETS LEFT TURN,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,4C5DA2BF-5E3B-48B2-80E5-12286EE07D7B,No,NO APPARENT INJURY,,NOT DISTRACTED,IL,B6BBE302-75C2-41F7-95AC-8AD195279FFB,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2019,ACURA,MDX,39.06116292,-77.12809862,"(39.06116292, -77.12809862)",2015
MCP3198000Y,190052463,Montgomery County Police,Property Damage Crash,10/31/2019 04:25:00 PM,Maryland (State),VEIRS MILL RD,UNIVERSITY BLVD W,,,,SAME DIRECTION SIDESWIPE,CLOUDY,DRY,DAYLIGHT,,NONE DETECTED,,FAEA1D4A-F078-4D87-9EE5-C32557832D44,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,1E9720D4-920D-4891-A156-EC79FED33D02,SUPERFICIAL,TEN OCLOCK,TRANSIT BUS,SLOWING OR STOPPING,West,35,No,No,2006,NEW FLYER,BUS,39.04070676,-77.05655953,"(39.04070676, -77.05655953)",2005
MCP2052001L,180051383,Montgomery County Police,Property Damage Crash,10/14/2018 02:34:00 AM,,,,PARKING LOT OF 117 N. FREDERICK RD,,,SAME DIRECTION SIDESWIPE,CLEAR,,DARK LIGHTS ON,,ALCOHOL PRESENT,,957E4E68-B083-4528-B861-2E8FD549A8DC,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,CBF2236E-A9CA-4DB9-B602-7EBF65C5EDD8,SUPERFICIAL,FIVE OCLOCK,(SPORT) UTILITY VEHICLE,BACKING,North,10,No,No,2018,TOYT,TK RAV4,39.14361608,-77.19971312,"(39.14361608, -77.19971312)",2015
MCP23530047,170520139,Montgomery County Police,Property Damage Crash,07/20/2017 11:36:00 AM,Maryland (State),ROCKVILLE PIKE,OLD GEORGETOWN RD,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,AA3E6760-3CCD-4AA5-9384-EBE45A890263,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,70907301-C2EB-4961-B896-BB899C12DE2B,DISABLING,FIVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2013,BUICK,ENCLAVE,39.05074333,-77.11475,"(39.05074333, -77.11475)",2010
MCP3249002D,210036813,Montgomery County Police,Property Damage Crash,09/18/2021 12:25:00 PM,US (State),COLUMBIA PIKE,STEWART LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,F99DAB5B-327D-4A67-847E-22504B5F0F3E,Unknown,NO APPARENT INJURY,,OTHER DISTRACTION,MD,D70ABDFA-1211-4117-8A2C-76A5E85F579A,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,50,No,No,2007,HONDA,ACCORD,39.04645,-76.98725167,"(39.04645, -76.98725167)",2005
MCP3085001J,190026481,Montgomery County Police,Property Damage Crash,06/03/2019 04:30:00 PM,County,FALLS RD,RIVER RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F5765AFC-5F14-425F-B9FB-366A519BCB3F,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,C3389926-F2E3-43A7-B0E6-F8FB4CF53CA3,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,ENTERING TRAFFIC LANE,East,35,No,No,2018,JEEP,GRAND CHEROKEE,39.01674167,-77.21039667,"(39.01674167, -77.21039667)",2015
EJ786600FH,240041264,GAITHERSBURG,Injury Crash,08/31/2024 03:00:00 PM,Maryland (State) Route,W DIAMOND AVE (WB/L),,,,,Rear To Side,Cloudy,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,6A19BFB4-A53D-44F6-BEA7-620A1E377291,No,Suspected Minor Injury,,Not Distracted,MD,85A84CD2-062C-4C0D-8ED0-90D2BC781FBD,Disabling,Twelve O Clock,Sport Utility Vehicle,Moving Constant Speed,Eastbound,35,No,No,2013,HONDA,PILOT,39.14034877,-77.2067489,"(39.14034877, -77.2067489)",2010
EJ7870002X,200040863,Gaithersburg Police Depar,Property Damage Crash,10/16/2020 07:12:00 PM,Maryland (State),W DIAMOND AVE,RAMP 6 FR MD 117 EB TO IS 270 SB,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,9EBC2F42-0EAD-40AF-BE10-FEB5E77D122D,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,1B10EA21-1DE2-46F0-BF06-CEC8EB550BAC,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,CHANGING LANES,West,35,No,No,2014,NISSAN,PATHFINDER,39.14067117,-77.21421778,"(39.14067117, -77.21421778)",2010
MCP3076001N,180026688,Montgomery County Police,Injury Crash,05/31/2018 07:10:00 AM,Maryland (State),GEORGIA AVE,SEMINARY RD,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0BD5EB75-8941-4BF0-BE24-332ED41F7870,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,D136BB8F-6A3D-4F50-8729-C91E6BDB8E49,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,0,No,No,2015,TOYOTA,COROLLA,39.00883617,-77.040604,"(39.00883617, -77.040604)",2015
MCP1235002N,210007536,Montgomery County Police,Property Damage Crash,02/27/2021 08:16:00 PM,Maryland (State),UNIVERSITY BLVD E,LEXINGTON DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,AB5958E6-58BD-4E98-B61F-3F6E2A057C1E,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,F4809BE8-EFE9-4A79-903B-3C9C6C4BF103,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2019,DODGE,JOURNEY,39.02118333,-77.00823333,"(39.02118333, -77.00823333)",2015
MCP15800061,16036658,Montgomery County Police,Property Damage Crash,07/20/2016 07:42:00 AM,Interstate (State),NO NAME,RAMP 2 FR IS 370 WB TO IS 270 NB,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0A4CD905-5E4B-484C-B0EE-CB494D6707ED,Yes,NO APPARENT INJURY,"ANIMAL, N/A",NOT DISTRACTED,MD,F302629C-CDD1-4CD8-B01A-44CCD0B6CB5D,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SKIDDING,West,55,No,No,1996,TOYT,COROLLA,39.12305167,-77.19236167,"(39.12305167, -77.19236167)",1995
MCP9442002D,220025366,Montgomery County Police,Property Damage Crash,06/13/2022 12:30:00 PM,County,WATKINS MILL RD,MILLSTREAM DR,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0A811AC6-0378-4BBA-958D-A28403D2C6DA,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,884ACA2A-8D88-4478-901D-B26087B3A04F,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2019,TOYOTA,CHR,39.18161667,-77.21027167,"(39.18161667, -77.21027167)",2015
MCP2187001H,230026309,Montgomery County Police,Property Damage Crash,06/01/2023 02:30:00 PM,County,FIELDS RD,RIO BLVD,,GAITHERSBURG,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,658B5546-8D1C-4FFC-AD11-9CD32806F0CC,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,B802D394-DC79-47A8-9DD4-8A67D918A1AF,SUPERFICIAL,TWELVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,STARTING FROM LANE,North,35,No,No,2016,FORD,INTERCEPTOR,39.11558333,-77.20357167,"(39.11558333, -77.20357167)",2015
MCP93650011,180018234,Montgomery County Police,Property Damage Crash,04/14/2018 11:14:00 AM,,,,PARKING LOT OF 1528 HEATHER HOLLOW CIRCLE,,,OTHER,CLEAR,,DAYLIGHT,,NONE DETECTED,,7BDB7F3D-8AF7-4F71-A7F0-82A2ACA68905,Yes,NO APPARENT INJURY,,UNKNOWN,MA,AC6A3FAC-FFC0-4DCC-BBC7-61D4557E552A,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,ACCELERATING,West,15,No,No,2017,NISSAN,ROGUE,39.04053838,-76.98081359,"(39.04053838, -76.98081359)",2015
MCP26670034,16062622,Montgomery County Police,Property Damage Crash,12/06/2016 02:42:00 PM,Maryland (State),FREDERICK RD,ODENDHAL AVE,,GAITHERSBURG,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,D9F23E69-2A6F-4721-9C56-C32501FEF1AF,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,0C81543C-243B-497F-B4A9-6ABD89BB9CB3,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,30,No,No,2015,FORD,FOCUS,39.14769346,-77.20588446,"(39.14769346, -77.20588446)",2015
MCP3378001K,250026628,MONTGOMERY,Property Damage Crash,06/14/2025 11:00:00 PM,County Route,RIPPLING BROOK DR,,,,,Front to Rear,Rain,Wet,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,58686E69-6DCF-4467-AEBE-F7E4A12453C3,Yes,No Apparent Injury,,Not Distracted,MD,E6DC884C-A8FF-4C80-B1F3-AB25AF304922,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Northbound,35,No,No,2023,VOLKSWAGEN,JETTA,39.07244715,-77.06461141,"(39.07244715, -77.06461141)",2020
MCP2893002Y,170504362,Montgomery County Police,Injury Crash,04/26/2017 04:56:00 PM,County,SCENERY DR,ENT TO PLUM GAR COMMUNITY CENTER,,,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,A7D050FA-E513-45AC-B2CF-4DAA092B9C7B,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,BD3FD7A7-AB32-4FBF-A583-94C21EF97EAA,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2005,VOLVO,SUV,39.17705667,-77.23413,"(39.17705667, -77.23413)",2005
MCP2954001C,15065081,MONTGOMERY,Property Damage Crash,12/20/2015 07:00:00 AM,Maryland (State),NEW HAMPSHIRE AVE,CHALMERS RD,,,,SAME DIR REAR END,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,NONE DETECTED,,7335B857-83A4-418B-9F69-7BCA4191DAA0,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,136D082A-A4B5-4C4B-9DC8-EAC46954F653,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,50,No,No,2014,TOYOTA,4S,39.03006916,-76.98377207,"(39.03006916, -76.98377207)",2010
MCP33760013,230050165,Montgomery County Police,Injury Crash,08/18/2023 07:32:00 PM,County,GOOD HOPE RD,NEW HAMPSHIRE AVE,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,C85DB831-A647-4E53-90DE-08DAE2E6AB05,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6E2E0E1B-354B-476B-B8D1-806AC0A30F5F,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2020,ACURA,MDX,39.095687,-77.00191083,"(39.095687, -77.00191083)",2020
MCP2917006Y,200037760,Montgomery County Police,Property Damage Crash,09/25/2020 08:30:00 PM,Maryland (State),CONNECTICUT AVE,WELLER RD,,,,SAME DIR REAR END,CLEAR,DRY,DARK NO LIGHTS,TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,,A60EB7BF-3026-4992-9F00-65561CFF5D32,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,CD67F5DD-0012-4C87-9A13-CF9C48239A1A,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,45,No,No,2000,LEXUS,RX300,39.06326826,-77.07343136,"(39.06326826, -77.07343136)",2000
MCP3249000P,200037890,Montgomery County Police,Property Damage Crash,09/26/2020 03:43:00 PM,,,,"PARKING LOT OF 8472 PINEY BRANCH ROAD.  SILVER SPRING MD, 20901",,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,2B620D83-D272-42C9-B52A-1B6AE0269975,Yes,NO APPARENT INJURY,,UNKNOWN,,D4CE9823-8FF9-472E-80B2-D983DDAD02CA,SUPERFICIAL,FIVE OCLOCK,PASSENGER CAR,STARTING FROM PARKED,North,5,No,No,2004,FORD,MUSTANG,38.99826522,-77.00428045,"(38.99826522, -77.00428045)",2000
