Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
DD5582000R,15053548,ROCKVILLE,Injury Crash,10/22/2015 03:02:00 AM,Ramp,RAMP 1 FR RAMP 4 (FR IS270) TO MD 189 WB,FALLS RD,,,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,7CFE2AD8-5858-4107-96F1-4E31DFE12D77,Yes,NO APPARENT INJURY,,UNKNOWN,VA,C1BC66F6-035B-4EA0-AF90-181AB2E6955E,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,North,30,No,No,1997,HONDA,ACCORD,39.074125,-77.16449333,"(39.074125, -77.16449333)"
MCP2635003L,17005256,Montgomery County Police,Property Damage Crash,01/30/2017 04:31:00 PM,County,BROOKEVILLE RD,GRAYHEAVEN MANOR RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,,,89CF37A2-E952-4D6C-89F1-84ED63EA0A1A,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,1AB1AD72-34C0-4D3D-866B-4DEC11D6EB5C,FUNCTIONAL,ONE OCLOCK,OTHER,MAKING LEFT TURN,North,30,No,No,2012,DODGE,GRAND CARAVAN,39.18072667,-77.07571,"(39.18072667, -77.07571)"
MCP2891006G,180035941,Montgomery County Police,Property Damage Crash,07/20/2018 12:40:00 PM,County,SECOND AVE,GLENROSS RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,A9B5D96F-6CCD-4F00-8A01-7B614CB895B0,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,25214512-1C88-4776-9B1D-AC8DA489C036,SUPERFICIAL,THREE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35,No,No,2003,PORSCHE,2S,39.00591059,-77.04290338,"(39.00591059, -77.04290338)"
MCP2699001V,240045663,MONTGOMERY,Property Damage Crash,09/24/2024 10:49:00 PM,Maryland (State) Route,FREDERICK RD (SB/L),,,,,Front to Rear,Rain,Wet,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,00D98AA8-45ED-4C6C-822E-263F6DC9AB12,No,No Apparent Injury,,Not Distracted,MD,C991FBA2-B0E4-4282-8C75-CAFE313013F9,Functional,Six O Clock,Passenger Car,Moving Constant Speed,Southbound,40,No,No,2011,FORD,FUSION,39.10987058,-77.16045029,"(39.10987058, -77.16045029)"
MCP25880069,190045288,Montgomery County Police,Property Damage Crash,09/22/2019 02:28:00 PM,County,RANDOLPH RD,DALEWOOD DR,,,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,FA6FF2DF-2860-423E-9813-5FC2F9ADDDF9,Yes,NO APPARENT INJURY,,UNKNOWN,XX,7897B388-68F3-4CC8-9F1A-F41F3BEFEA3D,DISABLING,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,East,35,No,No,2008,MAZDA,5,39.05917167,-77.06615167,"(39.05917167, -77.06615167)"
DM84720028,230024883,Takoma Park Police Depart,Property Damage Crash,05/24/2023 11:50:00 AM,,,,"PARKING LOT OF FLOWER OAK CONDOMINIUM LOCATED AT 8308 FLOWER AVENUE, TAKOMA PARK, MD 20912",,,SAME DIR REAR END,CLEAR,,DAYLIGHT,NO CONTROLS,,,C28C0A70-73CC-4735-AFA1-BBF33F10C076,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,5F83D1D8-49FC-4C58-9544-5E9EAE096110,SUPERFICIAL,SIX OCLOCK,POLICE VEHICLE/NON EMERGENCY,BACKING,South,5,No,No,2017,FORD,INTERCEPTOR,38.99355475,-77.00225948,"(38.99355475, -77.00225948)"
MCP2940006J,230026252,Montgomery County Police,Injury Crash,06/01/2023 09:15:00 AM,County,WESTLAKE DR,TUCKERMAN LA,,,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,EA993F4F-7436-4AB1-A6A9-B7587BC084C2,No,NO APPARENT INJURY,,UNKNOWN,MD,68F39E0E-D556-4ED0-BFD5-5837C7F932F2,SUPERFICIAL,TEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,30,No,No,2010,HOND,4S,39.03465162,-77.14700081,"(39.03465162, -77.14700081)"
MCP2600001C,15046053,MONTGOMERY,Property Damage Crash,09/11/2015 09:20:00 PM,Maryland (State),NEW HAMPSHIRE AVE,OAKVIEW DR,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,AFA03374-CAB0-4514-963D-0ADEB3CFEE86,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A9466C94-A5A2-4CA9-B9DC-46D8B02B4382,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,40,No,No,2012,SUBARU,SW,39.01566598,-76.97781086,"(39.01566598, -76.97781086)"
MCP3144001C,200028380,Montgomery County Police,Injury Crash,07/22/2020 12:14:00 AM,Interstate (State),CAPITAL BELTWAY,EXIT #33,,,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,17373172-5E22-4267-9947-3050656F1147,No,POSSIBLE INJURY,"N/A, WET",NOT DISTRACTED,MD,659756B0-0EBA-44FB-8549-4359B8F79027,FUNCTIONAL,SIX OCLOCK,VAN,STOPPED IN TRAFFIC LANE,West,55,No,No,2016,TOYOTA,SIENNA,39.00940667,-77.08836167,"(39.00940667, -77.08836167)"
MCP2780002M,17014453,Montgomery County Police,Property Damage Crash,03/21/2017 02:54:00 PM,Maryland (State),FREDERICK RD,SHAKESPEARE BLVD,,,PEDESTRIAN,OTHER,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,7B0048A7-E099-401C-B861-D2D69995AB05,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,6CDCBC4B-EF1D-4306-B0BB-84169A86137A,SUPERFICIAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,ACCELERATING,West,45,No,No,2014,HONDA,PILOT,39.19849667,-77.24467333,"(39.19849667, -77.24467333)"
MCP3272001M,220043223,Montgomery County Police,Injury Crash,10/04/2022 10:45:00 AM,County,LOCKWOOD DR,COLUMBIA PIKE,,,,SAME DIRECTION RIGHT TURN,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,D0FC7031-0E50-40B3-9F3E-4584EF529F05,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,47623912-A17A-40EB-B541-2F20B7741D9D,SUPERFICIAL,ELEVEN OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,North,25,No,No,2020,NOVA,BUS,39.04603133,-76.9906305,"(39.04603133, -76.9906305)"
MCP3232005S,240052550,MONTGOMERY,Property Damage Crash,11/01/2024 07:54:00 PM,County Route,AYLESBURY ST,,,,,"Sideswipe, Same Direction",Clear,Dry,Dark - Lighted,No Controls,"Suspect of Alcohol Use, Not Suspect of Drug Use",,C49C3DB3-50AE-40DF-863D-7AD8F77FAFFB,Yes,No Apparent Injury,"Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner",Unknown,MD,98C3F6F6-A6F6-4801-B935-D11817C862C0,Superficial,Three O Clock,Sport Utility Vehicle,Accelerating,Southbound,15,No,No,2008,FORD,ESCAPE,39.10515816,-76.97458285,"(39.10515816, -76.97458285)"
MCP2094009J,170547333,Montgomery County Police,Property Damage Crash,12/08/2017 09:31:00 AM,Maryland (State),OLD GEORGETOWN RD,CORDELL AVE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,B3A395B8-632E-467A-A3AE-8F1822ECEC5A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,0DF9A25D-A81F-46BA-B538-A8B91EFF3852,DISABLING,TEN OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,South,25,No,No,2014,BMW,X5,38.98814233,-77.09974833,"(38.98814233, -77.09974833)"
MCP2667000Z,15039612,MONTGOMERY,Property Damage Crash,08/09/2015 01:37:00 PM,,,,parking lot of 46 Bureau Dr (Giant Food),,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,525A90AB-2E69-4BDD-A3C3-FE6FA7D86C9A,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,8977E988-C2D7-4A74-8F65-578FC4E356A8,FUNCTIONAL,SEVEN OCLOCK,PASSENGER CAR,BACKING,East,0,No,No,2011,TOYOTA,RAV4,39.14348167,-77.21814,"(39.14348167, -77.21814)"
MCP2008002V,16056919,Montgomery County Police,Injury Crash,11/04/2016 04:31:00 PM,County,ROCKLEDGE DR,ROCK SPRING DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,6D9EF0A9-C907-4D10-9874-7408BEB72627,No,NO APPARENT INJURY,,NOT DISTRACTED,VA,147C7CEC-4CAC-4D47-AB94-7023E4AE039D,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,30,No,No,2015,FIAT,4S,39.02685333,-77.13225,"(39.02685333, -77.13225)"
MCP2203001T,170509358,Montgomery County Police,Property Damage Crash,05/23/2017 09:32:00 AM,County,KEMP MILL RD,STONINGTON RD,,,,OTHER,CLOUDY,DRY,DAYLIGHT,,NONE DETECTED,,44BB5271-5AC0-4BB4-9D91-BF2D0040CA76,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,D435CACB-3250-406F-B26E-25FFD74E11C4,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2014,CHEVY,MALIBU,39.05285167,-77.02445333,"(39.05285167, -77.02445333)"
MCP2682004Z,230065767,Montgomery County Police,Property Damage Crash,11/11/2023 10:49:00 AM,County,TROLLEY CROSSING CT,CUL DE SAC,,,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3675ADF8-14EF-4A12-B8FD-7E7AEF9CB565,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,C181B494-4766-43B6-A7EF-3B7A6E9D5CB2,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,PARKED,,25,No,Yes,2023,TOYT,SD,39.18828017,-77.158401,"(39.18828017, -77.158401)"
EJ7851009J,230025425,Gaithersburg Police Depar,Property Damage Crash,05/27/2023 02:12:00 AM,Municipality,HUTTON ST,WOODLAND RD,,GAITHERSBURG,,HEAD ON,CLEAR,,,NO CONTROLS,UNKNOWN,,E6B56548-B5A2-4A5F-8DC6-B42E270651C3,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,,6C0CE32B-8EBE-4B1B-88A1-4CAD0C724C8B,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,DRIVERLESS MOVING VEH.,East,25,No,No,2020,HYUNDAI,ACCENT,39.138634,-77.18812687,"(39.138634, -77.18812687)"
MCP3168005S,230034457,Montgomery County Police,Property Damage Crash,07/19/2023 08:05:00 PM,,,,IN THE DRIVEWAY LOT OF 7700 TUCKERMAN LANE,,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7D431B22-0542-4FD3-9B08-16A1B5FB2BE7,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,4BDE08BA-5693-42AD-AEEA-05642C63E0B6,FUNCTIONAL,SIX OCLOCK,POLICE VEHICLE/EMERGENCY,BACKING,North,5,No,No,2014,CHEVROLET,SUBURBAN,39.06565183,-77.15941767,"(39.06565183, -77.15941767)"
MCP31630016,180064379,Montgomery County Police,Property Damage Crash,12/24/2018 05:22:00 PM,,,,GIANT PARKING LOT AT 10400 OLD GEORGETOWN RD,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DUSK,NO CONTROLS,,,6D5F7BAE-892C-4568-8D3A-79398ED991CC,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,4CF9889A-6551-4DBE-99AD-6894FF20CE99,NO DAMAGE,SIX OCLOCK,PASSENGER CAR,BACKING,North,15,No,No,2006,HYUNDAI,4S,39.40398109,-76.26731339,"(39.40398109, -76.26731339)"
MCP20390083,220047620,Montgomery County Police,Property Damage Crash,10/30/2022 07:10:00 AM,County,CONNECTICUT AVE,BEL PRE RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,,,,,7B549AA0-7556-4BA7-845D-F65CC2A0174D,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,614933A6-D2AA-4DB0-8726-548D0B433C82,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2003,TOYOTA,COROLLA,39.09032667,-77.07133333,"(39.09032667, -77.07133333)"
DM8493004Z,250017107,TAKOMA,Property Damage Crash,04/20/2025 08:54:00 AM,,,,"Parking Stall        PARKING LOT INFRONT OF 1101 UINIVERSITY BLVD E TAKOMA PARK, MONTGOMERY COUNTY, MD 20912",,,Front to Rear,Clear,,Daylight,,"Unknown, Unknown",,53FE7425-1136-4FFD-A7C8-F223046187B9,No,,,,,E68C3C27-45BA-4438-ADAD-1469A968AC8E,Vehicle Not at Scene,Vehicle Not at Scene,Sport Utility Vehicle,Backing,Not On Roadway,0,No,No,2020,JEEP,CHEROKEE,38.99007986,-76.98969006,"(38.99007986, -76.98969006)"
EJ7829002D,16063765,Gaithersburg Police Depar,Property Damage Crash,12/12/2016 03:25:00 PM,,,,PARKING LOT OF 456 GIRARD STREET,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,,,AEB2B167-F977-47BB-99DB-8F60E56E74B7,Yes,NO APPARENT INJURY,,NOT DISTRACTED,VA,F834D9FC-49BC-46C8-BB25-DED0D850E37B,SUPERFICIAL,FIVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,BACKING,North,25,No,No,2012,DODGE,CHARGER,39.14665333,-77.18933833,"(39.14665333, -77.18933833)"
MCP3122000X,180031104,Montgomery County Police,Injury Crash,06/24/2018 09:45:00 AM,County,DEWEY RD,BENNION RD,,,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,BD2C37E3-FFFE-4512-A0EB-8BC84B9D5299,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,E015A1CA-B09E-4C49-92F6-ABFDD40DC55F,SUPERFICIAL,FOUR OCLOCK,PASSENGER CAR,BACKING,West,25,No,No,2008,JEEP,CHEROKEE,39.05154167,-77.08933333,"(39.05154167, -77.08933333)"
MCP2526000B,15022176,Montgomery County Police,Property Damage Crash,05/09/2015 09:27:00 PM,Maryland (State),SENECA RD,OXMOOR PL,,,,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,,,28462D37-B951-4A9F-8078-6B4263CE13E1,Yes,NO APPARENT INJURY,,UNKNOWN,MD,74634389-8CCF-4CD2-A3C6-5121C08E7FEA,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SKIDDING,West,40,No,No,2007,CHEVROLET,COBALT,39.08173,-77.31697667,"(39.08173, -77.31697667)"
MCP2047005L,240053825,MONTGOMERY,Property Damage Crash,11/09/2024 12:34:00 PM,,,,Parking Stall        12160 PARKLAWN DRIVE  SECOND STORY BOOKS,,,Rear To Rear,Clear,,Daylight,,"Unknown, Unknown",,8B8F017E-FD12-4555-954B-E45F8127FEE3,No,,,,,0996C62B-5235-4E30-8C89-F9F0B82971FE,Superficial,Six O Clock,Passenger Car,Backing,Unknown,0,No,No,2022,TOYOTA,CAMRY,39.05688864,-77.11053962,"(39.05688864, -77.11053962)"
EJ7888001T,220004992,Gaithersburg Police Depar,Injury Crash,02/05/2022 11:20:00 AM,Maryland (State),W DIAMOND AVE,RAMP 1 FR IS 270 NB TO MD 117 WB,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,8DC87B07-FC2F-49F9-AE7F-8540A7974ED2,No,NO APPARENT INJURY,,NOT DISTRACTED,WI,C5E143CB-B694-4A74-B781-E1FFF08D1242,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2007,GMC,VN,39.14056357,-77.21094312,"(39.14056357, -77.21094312)"
MCP2385000H,15045199,MONTGOMERY,Injury Crash,09/08/2015 05:20:00 AM,Maryland (State),FREDERICK RD,OLD HUNDRED RD,,,,HEAD ON,,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,D0FC5369-306A-4A44-8585-69132963EB40,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,PA,B798EE9B-AF01-4C94-856C-7CC0571D667A,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2008,HONDA,CIVIC,39.28455667,-77.315025,"(39.28455667, -77.315025)"
MCP30120023,170505420,Montgomery County Police,Injury Crash,05/02/2017 11:41:00 AM,Maryland (State),LAYHILL RD,SPUR TO NORWOOD RD,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,BC1A473A-1BF4-469F-A121-4B8391AAEAC2,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,C4B07586-609E-45C7-93D8-CCB2F3F4D3DB,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2007,ACURA,TL,39.12497667,-77.02746167,"(39.12497667, -77.02746167)"
EJ78660084,200014798,Gaithersburg Police Depar,Property Damage Crash,04/02/2020 01:45:00 PM,Maryland (State),FREDERICK RD,ENT TO LOCKHEED MARTIN,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,4A19726D-B826-44E3-8ACD-74FB50C7E065,Yes,NO APPARENT INJURY,,UNKNOWN,MD,D841B70F-6A1B-4A95-BC57-A9C5BD9C9C90,FUNCTIONAL,TWELVE OCLOCK,PICKUP TRUCK,SLOWING OR STOPPING,South,40,No,No,2002,DODG,DAKOTA,39.15377383,-77.213697,"(39.15377383, -77.213697)"
MCP2825001J,210047700,Montgomery County Police,Property Damage Crash,11/23/2021 06:30:00 PM,,,,PARKING LOT OF 15030 CLOPPER ROAD,,,OTHER,CLEAR,,DARK LIGHTS ON,,,,DFF98A78-2EE2-4825-AB2D-DA9DEC9E57EC,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,A35972FC-CCB2-4EB3-8640-2B565EC5BBB9,SUPERFICIAL,SEVEN OCLOCK,POLICE VEHICLE/NON EMERGENCY,BACKING,South,15,No,No,2014,FORD,EXPLORER,39.18405333,-77.31433667,"(39.18405333, -77.31433667)"
MCP3267000F,200043371,Montgomery County Police,Injury Crash,11/03/2020 11:01:00 AM,Municipality,KING FARM BLVD,CRESTFIELD DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,CE63377E-74A5-4234-BE02-4F95507C67BE,Yes,SUSPECTED MINOR INJURY,,LOOKED BUT DID NOT SEE,MD,4181AEC3-04D5-473F-81F2-F5C18569D27A,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,35,No,No,2011,SUBARU,SW,39.113238,-77.173346,"(39.113238, -77.173346)"
MCP1334006R,180029175,Montgomery County Police,Property Damage Crash,06/13/2018 12:02:00 PM,,,,PARKING LOT OF 8712 OAKMONT STREET,,,SAME DIRECTION LEFT TURN,,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,73FCC07C-453A-4F6D-A71A-46224DB5253A,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,83393940-9C46-4002-9962-1E6C6E37F225,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,BACKING,North,10,No,No,2012,NISSAN,VERSA,39.13312667,-77.17887,"(39.13312667, -77.17887)"
DD5614003Y,180032173,Rockville Police Departme,Injury Crash,06/29/2018 10:07:00 AM,Municipality,TOWER OAKS BLVD,MONTROSE RD,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,FD2D43A3-1520-49DF-A493-BA9E88D78475,Yes,NO APPARENT INJURY,,UNKNOWN,MD,0AAEE56D-545A-44A2-AF9B-34F363E3E91E,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2011,SUBA,SW,39.05573318,-77.14963451,"(39.05573318, -77.14963451)"
MCP9130001Z,16005397,Montgomery County Police,Property Damage Crash,02/02/2016 09:04:00 AM,,,,"PARKING LOT OF FALCON GAS 
925 UNIVERSITY BLVD E
SILVER SPRING, MD 20903",,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,70D55396-49EC-42B4-98A7-BD7809EC2E08,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,49475AE3-71F4-4FC8-A347-6816DC5B5B7D,FUNCTIONAL,NINE OCLOCK,(SPORT) UTILITY VEHICLE,PARKED,,25,No,Yes,2008,GMC,ARCADIA,38.99320833,-76.99235,"(38.99320833, -76.99235)"
MCP2991002R,180030232,Montgomery County Police,Injury Crash,06/19/2018 12:03:00 PM,,,,PARKING LOT OF 1300 OLNEY SANDY SPRING ROAD,,,OTHER,CLEAR,,DAYLIGHT,,NONE DETECTED,,E4B8B12A-92F4-4634-9E07-5DFE57174A11,Yes,POSSIBLE INJURY,,NOT DISTRACTED,VA,F579F6CD-5BDB-4D67-884C-B029D9D07654,FUNCTIONAL,TEN OCLOCK,PASSENGER CAR,STARTING FROM PARKED,West,0,No,No,2015,TOYOTA,HIGHLANDER,39.14849167,-77.03111667,"(39.14849167, -77.03111667)"
MCP3225002L,220017146,Montgomery County Police,Property Damage Crash,04/22/2022 04:35:00 PM,County,ASPEN HILL RD,CONNECTICUT AVE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,8B49C303-D25C-45EB-AE39-C4D421D39DC3,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,1C24F585-8A36-40B5-BD06-1800212EC318,FUNCTIONAL,TEN OCLOCK,PASSENGER CAR,ACCELERATING,South,35,No,No,2000,HONDA,CIVIC,39.0800885,-77.07991733,"(39.0800885, -77.07991733)"
MCP2353006G,190000632,Montgomery County Police,Injury Crash,01/04/2019 03:02:00 PM,Maryland (State),OLD GEORGETOWN RD,SEDGEWICK LA,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,8C54B8E1-8F27-482C-88B4-28CB54E4BB76,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,CDB604C7-F8A5-4BBC-820A-51979B015217,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,North,25,No,No,2018,KIA,SOUL,39.04212,-77.12175667,"(39.04212, -77.12175667)"
MCP2750004X,200020894,Montgomery County Police,Injury Crash,05/26/2020 02:40:00 PM,County,RANDOLPH RD,SPRING TREE DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E2237882-ACA0-4F52-A673-BA64F67FC640,Yes,SUSPECTED MINOR INJURY,,OTHER CELLULAR PHONE RELATED,MD,81575220-25C6-4979-BDC3-1A3FC5EB5768,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,No,No,2019,NISSAN,SENTRA,39.06610667,-77.02593833,"(39.06610667, -77.02593833)"
MCP1417007R,170518595,Montgomery County Police,Injury Crash,07/12/2017 06:59:00 AM,Maryland (State),QUINCE ORCHARD RD,SPUR FR MD 355,,,,SAME DIR REAR END,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,6B239D59-A894-48A9-AC9E-BF94194EE1E1,Yes,NO APPARENT INJURY,,UNKNOWN,MD,32C17DC8-CD1C-49E5-9DF5-3AC9DE16D92A,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2006,HONDA,CIVIC,39.15230167,-77.21271167,"(39.15230167, -77.21271167)"
EJ78750064,250005919,GAITHERSBURG,Property Damage Crash,02/09/2025 06:05:00 PM,Maryland (State) Route,QUINCE ORCHARD RD,FIRSTFIELD RD,,,,Angle,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,D817B33D-5C74-47E7-AAD2-C92D02F9E9EB,No,No Apparent Injury,,Not Distracted,MD,B0AF5D96-303E-4918-B3E2-DD6852BC6EA0,Functional,Eleven O Clock,Passenger Car,Stopped in Traffic,Northbound,25,No,No,2014,JEEP,CHEROKEE,39.14512459,-77.22006265,"(39.14512459, -77.22006265)"
MCP14380041,17004687,Montgomery County Police,Injury Crash,01/27/2017 08:52:00 AM,County,MONTGOMERY VILLAGE AVE,MIDCOUNTY HWY,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,2AF62D89-6CDE-412B-BBBC-7E76F5E9D070,Yes,POSSIBLE INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,FF16FFA2-AF9C-4616-BB7A-C50F510D37FE,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2010,TOY,4D,39.160595,-77.20217333,"(39.160595, -77.20217333)"
MCP3114000M,180026884,Montgomery County Police,Property Damage Crash,06/01/2018 05:21:00 AM,County,LOCKWOOD DR,COLUMBIA PIKE,,,,SAME DIRECTION LEFT TURN,,DRY,DAWN,TRAFFIC SIGNAL,,,BF7FD64A-FF6D-4A26-9EAA-E61606458BE2,No,NO APPARENT INJURY,,NOT DISTRACTED,DC,08505779-5721-4275-AB1D-B18F44436613,SUPERFICIAL,NINE OCLOCK,TRANSIT BUS,MAKING LEFT TURN,South,40,No,No,2006,TBU,BUS,39.033545,-77.00275,"(39.033545, -77.00275)"
MCP2930002Q,230001123,Montgomery County Police,Property Damage Crash,01/07/2023 08:42:00 PM,County,RANDOLPH RD,BLUHILL RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,751114D2-C9F8-476A-ADD9-733F6B2897CA,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A7D19C52-1DA3-4F14-9C77-9DE059C33262,DISABLING,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2017,TOYOTA,RAV4,39.05912833,-77.06492,"(39.05912833, -77.06492)"
